State,Year,Month,Region,TotalHiredSeasonal,Mexican,HiredWorkers,Local,Intrastate,Interstate,TotalForeign
MS,1971,11.0,6.0,,,,,,,
MS,1951,10.0,6.0,,,824000.0,,,,
MS,1969,11.0,6.0,,,,,,,
MS,1965,8.0,6.0,3310.0,0.0,,3310.0,0.0,0.0,0.0
MS,1960,9.0,6.0,23505.0,0.0,,23160.0,345.0,0.0,0.0
MS,1970,2.0,,,,,,,,
MS,1960,5.0,6.0,18298.0,0.0,,18298.0,0.0,0.0,0.0
MS,1973,2.0,6.0,,,,,,,
MS,1944,3.0,6.0,,,,,,,
MS,1950,7.0,6.0,,,372000.0,,,,
MS,1944,9.0,6.0,,,,,,,
MS,1966,9.0,6.0,11185.0,,,11185.0,0.0,0.0,0.0
MS,1959,3.0,,,,,,,,
MS,1966,7.0,6.0,16162.0,0.0,253000.0,16162.0,0.0,0.0,0.0
MS,1958,8.0,6.0,5655.0,0.0,,5395.0,0.0,260.0,0.0
MS,1969,4.0,6.0,,,80000.0,,,,
MS,1943,7.0,6.0,,,279000.0,,,,
MS,1960,8.0,6.0,,,,,,,
MS,1959,2.0,,,,,,,,
MS,1964,10.0,6.0,46482.0,0.0,295000.0,46457.0,25.0,0.0,0.0
MS,1972,7.0,6.0,,,151000.0,,,,
MS,1944,1.0,6.0,,,130000.0,,,,
MS,1946,6.0,6.0,,,,,,,
MS,1973,7.0,6.0,,,156000.0,,,,
MS,1951,4.0,6.0,,,298000.0,,,,
MS,1973,11.0,,,,,,,,
MS,1965,9.0,6.0,33403.0,0.0,,33403.0,0.0,0.0,0.0
MS,1966,5.0,6.0,,,,,,,
MS,1971,9.0,6.0,,,,,,,
MS,1952,4.0,6.0,,,298000.0,,,,
MS,1946,8.0,6.0,,,,,,,
MS,1974,1.0,6.0,,,38000.0,,,,
MS,1944,8.0,6.0,,,,,,,
MS,1963,4.0,6.0,,,135000.0,,,,
MS,1964,6.0,6.0,44128.0,0.0,,44128.0,0.0,0.0,0.0
MS,1970,6.0,6.0,13620.0,,,13620.0,0.0,0.0,0.0
MS,1975,1.0,6.0,,,,,,,
MS,1959,4.0,6.0,,,137000.0,,,,
MS,1955,4.0,6.0,,,152000.0,,,,
MS,1962,7.0,6.0,14813.0,0.0,222000.0,13314.0,1499.0,0.0,0.0
MS,1957,12.0,,,,,,,,
MS,1947,8.0,6.0,,,,,,,
MS,1967,3.0,6.0,630.0,,,630.0,0.0,0.0,0.0
MS,1964,3.0,6.0,,,,,,,
MS,1968,8.0,6.0,,,,,,,
MS,1962,5.0,6.0,5873.0,0.0,,5873.0,0.0,0.0,0.0
MS,1971,3.0,6.0,,,,,,,
MS,1960,10.0,6.0,35841.0,0.0,425000.0,34828.0,900.0,113.0,0.0
MS,1957,1.0,6.0,,,108000.0,,,,
MS,1957,10.0,6.0,18781.0,0.0,363000.0,17008.0,1267.0,506.0,0.0
MS,1968,3.0,6.0,,,,,,,
MS,1942,7.0,6.0,,,309000.0,,,,
MS,1963,12.0,6.0,1091.0,0.0,,626.0,465.0,0.0,0.0
MS,1966,10.0,6.0,19010.0,,258000.0,19010.0,0.0,0.0,0.0
MS,1967,4.0,6.0,,,116000.0,,,,
MS,1950,1.0,6.0,,,107000.0,,,,
MS,1961,4.0,6.0,,,132000.0,,,,
MS,1973,5.0,6.0,,,,,,,
MS,1956,8.0,6.0,,,,,,,
MS,1946,4.0,6.0,,,161000.0,,,,
MS,1965,3.0,6.0,1430.0,0.0,,1430.0,0.0,0.0,0.0
MS,1966,6.0,6.0,21518.0,0.0,,21518.0,0.0,0.0,0.0
MS,1971,7.0,6.0,,,154000.0,9046.0,0.0,0.0,
MS,1969,9.0,6.0,,,,,,,
MS,1970,12.0,6.0,,,,,,,
MS,1968,10.0,6.0,10169.0,,180000.0,10169.0,0.0,0.0,0.0
MS,1961,1.0,6.0,,,66000.0,,,,
MS,1972,10.0,6.0,,,142000.0,,,,
MS,1972,3.0,6.0,,,,,,,
MS,1965,1.0,6.0,1546.0,0.0,64000.0,1546.0,0.0,0.0,0.0
MS,1969,8.0,6.0,,,,2120.0,0.0,0.0,
MS,1958,7.0,6.0,10382.0,0.0,259000.0,9546.0,32.0,804.0,0.0
MS,1947,7.0,6.0,,,207000.0,,,,
MS,1968,11.0,6.0,9400.0,,,9400.0,0.0,0.0,0.0
MS,1955,1.0,6.0,,,96000.0,,,,
MS,1945,3.0,6.0,,,,,,,
MS,1943,9.0,6.0,,,,,,,
MS,1948,4.0,6.0,,,170000.0,,,,
MS,1962,3.0,,,,,,,,
MS,1964,9.0,6.0,39681.0,0.0,,39681.0,0.0,0.0,0.0
MS,1946,1.0,6.0,,,133000.0,,,,
MS,1966,2.0,6.0,,,,,,,
MS,1974,4.0,6.0,,,,,,,
MS,1963,1.0,6.0,,,72000.0,,,,
MS,1946,2.0,6.0,,,,,,,
MS,1960,4.0,6.0,,,115000.0,,,,
MS,1947,12.0,6.0,,,,,,,
MS,1964,5.0,6.0,13130.0,0.0,,13033.0,97.0,0.0,0.0
MS,1965,5.0,6.0,,,,,,,
MS,1951,1.0,6.0,,,99000.0,,,,
MS,1949,1.0,6.0,,,107000.0,,,,
MS,1967,10.0,6.0,11900.0,,201000.0,11900.0,0.0,0.0,0.0
MS,1969,5.0,6.0,,,,,,,
MS,1967,11.0,,,,,,,,
MS,1959,8.0,6.0,,,,,,,
MS,1971,2.0,6.0,,,,,,,
MO,1959,2.0,,,,,,,,
MO,1956,9.0,4.0,50723.0,1323.0,,42900.0,2000.0,4500.0,1323.0
MO,1959,4.0,4.0,,,124000.0,,,,
MO,1944,10.0,4.0,,,323000.0,,,,
MO,1946,2.0,4.0,,,,,,,20.0
MO,1973,7.0,4.0,,,243000.0,3295.0,0.0,0.0,
MO,1944,6.0,4.0,,,,,,,
MO,1963,2.0,4.0,200.0,0.0,,200.0,0.0,0.0,0.0
MO,1968,10.0,4.0,890.0,,163000.0,834.0,43.0,13.0,0.0
MO,1964,8.0,4.0,250.0,0.0,,250.0,0.0,0.0,0.0
MO,1961,8.0,4.0,1150.0,0.0,,1150.0,0.0,0.0,0.0
MO,1964,7.0,4.0,8055.0,0.0,316000.0,8055.0,0.0,0.0,0.0
MO,1965,1.0,4.0,220.0,0.0,58000.0,220.0,0.0,0.0,0.0
MO,1966,4.0,4.0,,,78000.0,,,,
MO,1962,11.0,4.0,4025.0,0.0,,3865.0,25.0,135.0,0.0
MO,1955,1.0,4.0,,,106000.0,,,,
MO,1962,1.0,4.0,,,71000.0,,,,
MO,1946,4.0,4.0,,,172000.0,,,,41.0
MO,1958,5.0,4.0,500.0,0.0,,500.0,0.0,0.0,0.0
MO,1960,1.0,4.0,,,79000.0,,,,
MO,1945,10.0,4.0,,,235000.0,,,,676.0
MO,1966,12.0,4.0,2300.0,,,2300.0,0.0,0.0,0.0
MO,1954,6.0,4.0,29862.0,252.0,,24760.0,1300.0,3550.0,252.0
MO,1964,1.0,4.0,,,61000.0,,,,
MO,1965,6.0,4.0,16750.0,0.0,,15300.0,825.0,625.0,0.0
MO,1944,1.0,4.0,,,183000.0,,,,
MO,1946,1.0,4.0,,,133000.0,,,,20.0
MO,1946,7.0,4.0,,,314000.0,,,,44.0
MO,1965,9.0,4.0,8855.0,0.0,,8607.0,134.0,114.0,0.0
MO,1942,1.0,4.0,,,253000.0,,,,
MO,1963,7.0,4.0,12700.0,0.0,355000.0,11450.0,350.0,900.0,0.0
MO,1945,5.0,4.0,,,,,,,2790.0
MO,1951,7.0,4.0,,,355000.0,,,,
MO,1951,1.0,4.0,,,103000.0,,,,
MO,1962,2.0,,,,,,,,
MO,1953,7.0,4.0,,,447000.0,,,,
MO,1963,8.0,4.0,800.0,0.0,,800.0,0.0,0.0,0.0
MO,1956,5.0,4.0,,,,,,,
MO,1971,3.0,4.0,,,,,,,
MO,1959,12.0,4.0,,,,,,,
MO,1970,6.0,4.0,4185.0,,,3922.0,59.0,204.0,0.0
MO,1958,7.0,4.0,6900.0,0.0,300000.0,6800.0,0.0,100.0,0.0
MO,1968,9.0,4.0,,,,1501.0,99.0,125.0,
MO,1971,2.0,4.0,,,,,,,
MO,1960,7.0,4.0,2468.0,49.0,363000.0,2349.0,0.0,70.0,49.0
MO,1959,11.0,4.0,20732.0,0.0,,18582.0,500.0,1650.0,0.0
MO,1966,8.0,4.0,1339.0,0.0,,1339.0,0.0,0.0,0.0
MO,1957,12.0,,,,,,,,
MO,1969,4.0,4.0,,,59000.0,,,,
MO,1944,9.0,4.0,,,,,,,
MO,1945,1.0,4.0,,,164000.0,,,,
MO,1972,10.0,4.0,1000.0,,152000.0,1000.0,0.0,0.0,0.0
MO,1974,1.0,4.0,,,51000.0,,,,
MO,1954,10.0,4.0,53836.0,2036.0,338000.0,38500.0,3300.0,10000.0,2036.0
MO,1971,9.0,4.0,2356.0,,,2246.0,25.0,85.0,0.0
MO,1942,7.0,4.0,,,197000.0,,,,
MO,1971,7.0,4.0,,,245000.0,6695.0,0.0,90.0,
MO,1946,10.0,4.0,,,260000.0,,,,38.0
MO,1955,11.0,4.0,22100.0,340.0,,20210.0,350.0,1200.0,340.0
MO,1954,1.0,4.0,,,104000.0,,,,
MO,1954,8.0,4.0,,,,,,,
MO,1958,11.0,4.0,18700.0,0.0,,17000.0,1000.0,700.0,0.0
MO,1972,8.0,4.0,,,,2793.0,0.0,0.0,
MO,1946,11.0,4.0,,,,,,,20.0
MO,1945,12.0,4.0,,,,,,,685.0
MO,1962,6.0,4.0,17600.0,0.0,,15200.0,550.0,1850.0,0.0
MO,1958,3.0,,,,,,,,
MO,1964,10.0,4.0,19335.0,0.0,197000.0,18255.0,270.0,810.0,0.0
MO,1969,9.0,4.0,1185.0,,,981.0,60.0,144.0,0.0
MO,1944,4.0,4.0,,,188000.0,,,,
MO,1962,5.0,4.0,1500.0,0.0,,800.0,200.0,500.0,0.0
MO,1955,6.0,4.0,22528.0,228.0,,17300.0,800.0,4200.0,228.0
MO,1945,9.0,4.0,,,,,,,873.0
MO,1955,9.0,4.0,17150.0,0.0,,12300.0,1100.0,3750.0,0.0
MO,1950,1.0,4.0,,,102000.0,,,,
MO,1972,7.0,4.0,,,240000.0,4600.0,150.0,75.0,
MO,1970,12.0,4.0,900.0,,,900.0,0.0,0.0,0.0
MO,1958,10.0,4.0,43227.0,685.0,313000.0,28992.0,2100.0,11450.0,685.0
MO,1947,8.0,4.0,,,,,,,11.0
MO,1946,8.0,4.0,,,,,,,43.0
MO,1953,11.0,4.0,12000.0,0.0,,12000.0,0.0,0.0,0.0
MO,1948,4.0,4.0,,,178000.0,,,,
MO,1956,11.0,4.0,,,,,,,
MO,1961,1.0,4.0,,,79000.0,,,,
MO,1960,2.0,,,,,,,,
MO,1969,11.0,4.0,1050.0,,,1050.0,0.0,0.0,0.0
MO,1944,11.0,4.0,,,,,,,
MO,1953,10.0,4.0,,,329000.0,,,,
MO,1963,5.0,4.0,5560.0,0.0,,4150.0,300.0,1110.0,0.0
MO,1943,4.0,4.0,,,219000.0,,,,
MO,1974,10.0,4.0,,,,,,,
MO,1956,6.0,4.0,9013.0,110.0,,8503.0,300.0,100.0,110.0
MO,1954,4.0,4.0,,,128000.0,,,,
MO,1943,6.0,4.0,,,,,,,
MO,1956,1.0,4.0,,,102000.0,,,,
MO,1973,5.0,4.0,,,,1600.0,0.0,0.0,
MO,1947,12.0,4.0,,,,,,,
MO,1943,1.0,4.0,,,183000.0,,,,
MO,1958,12.0,4.0,,,,,,,
MO,1943,5.0,4.0,,,,,,,
MO,1967,4.0,4.0,,,86000.0,,,,
MO,1943,7.0,4.0,,,358000.0,,,,
MO,1963,3.0,4.0,,,,,,,
MO,1962,3.0,,,,,,,,
MO,1957,5.0,4.0,,,,,,,
MO,1946,9.0,4.0,,,,,,,43.0
MO,1957,8.0,4.0,,,,,,,
MO,1963,9.0,4.0,6595.0,0.0,,6278.0,125.0,192.0,0.0
MO,1973,1.0,4.0,,,54000.0,,,,
MO,1949,7.0,4.0,,,446000.0,,,,
MO,1955,5.0,4.0,,,,,,,
MO,1963,11.0,4.0,4961.0,0.0,,4611.0,0.0,350.0,0.0
MO,1950,10.0,4.0,,,369000.0,,,,
MO,1958,9.0,4.0,6380.0,0.0,,5700.0,150.0,530.0,0.0
MO,1961,6.0,4.0,8700.0,0.0,,7925.0,475.0,300.0,0.0
MO,1947,4.0,4.0,,,178000.0,,,,20.0
MO,1965,12.0,4.0,750.0,0.0,,750.0,0.0,0.0,0.0
MO,1947,6.0,4.0,,,,,,,15.0
MO,1949,4.0,4.0,,,156000.0,,,,
MO,1945,3.0,4.0,,,,,,,
MO,1969,3.0,4.0,,,,,,,
MO,1947,2.0,4.0,,,,,,,24.0
MO,1947,9.0,4.0,,,,,,,11.0
MO,1970,4.0,4.0,,,61000.0,,,,
MO,1956,7.0,4.0,968.0,0.0,290000.0,838.0,130.0,0.0,0.0
MO,1962,10.0,4.0,23500.0,0.0,279000.0,20930.0,600.0,1970.0,0.0
MO,1961,11.0,4.0,8550.0,0.0,,8500.0,0.0,50.0,0.0
MO,1942,4.0,4.0,,,243000.0,,,,
MO,1964,2.0,4.0,,,,,,,
MO,1943,8.0,4.0,,,,,,,
MO,1960,12.0,,,,,,,,
MO,1967,11.0,,,,,,,,
MO,1947,3.0,4.0,,,,,,,21.0
MO,1971,5.0,4.0,,,,,,,
MO,1959,6.0,4.0,24997.0,97.0,,20500.0,1000.0,3400.0,97.0
MO,1965,2.0,4.0,,,,,,,
MO,1953,5.0,4.0,,,,,,,
MO,1968,3.0,4.0,,,,,,,
MO,1946,12.0,4.0,,,,,,,24.0
MO,1969,6.0,4.0,5482.0,,,5360.0,0.0,122.0,0.0
MO,1958,8.0,4.0,,,,,,,
MO,1955,4.0,4.0,,,108000.0,,,,
MO,1961,7.0,4.0,2800.0,0.0,377000.0,2800.0,0.0,0.0,0.0
MO,1964,3.0,4.0,,,,,,,
MO,1951,10.0,4.0,,,328000.0,,,,
MO,1947,7.0,4.0,,,295000.0,,,,11.0
MO,1969,5.0,4.0,2350.0,,,2350.0,0.0,0.0,0.0
MO,1959,8.0,4.0,,,,,,,
MO,1970,7.0,4.0,,,224000.0,4267.0,0.0,0.0,
MO,1962,8.0,4.0,850.0,0.0,,700.0,150.0,0.0,0.0
MO,1957,1.0,4.0,,,91000.0,,,,
MO,1970,11.0,4.0,1050.0,,,1050.0,0.0,0.0,0.0
MO,1944,2.0,4.0,,,,,,,
MO,1969,10.0,4.0,1650.0,,150000.0,1515.0,80.0,55.0,0.0
MO,1969,1.0,4.0,,,47000.0,,,,
MO,1965,5.0,4.0,860.0,0.0,,680.0,70.0,110.0,0.0
MO,1957,7.0,4.0,15900.0,0.0,295000.0,15700.0,100.0,100.0,0.0
MO,1954,7.0,4.0,2050.0,0.0,367000.0,2000.0,50.0,0.0,0.0
MO,1959,3.0,,,,,,,,
MO,1942,10.0,4.0,,,354000.0,,,,
MO,1956,10.0,4.0,42782.0,1382.0,283000.0,33600.0,750.0,7050.0,1382.0
MO,1955,10.0,4.0,42900.0,2150.0,251000.0,29300.0,1950.0,9500.0,2150.0
MO,1968,6.0,4.0,,,,773.0,0.0,0.0,
MO,1968,5.0,4.0,,,,575.0,0.0,0.0,
MO,1970,3.0,,,,,,,,
MO,1946,3.0,4.0,,,,,,,20.0
MO,1958,1.0,4.0,,,109000.0,,,,
MO,1943,9.0,4.0,,,,,,,
MO,1961,2.0,,,,,,,,
MO,1959,9.0,4.0,48330.0,709.0,,42434.0,1839.0,3348.0,709.0
MO,1966,9.0,4.0,1433.0,,,1335.0,50.0,48.0,0.0
MO,1966,3.0,4.0,,,,,,,
MO,1972,6.0,4.0,,,,3305.0,0.0,0.0,
MO,1967,8.0,4.0,2833.0,,,2833.0,0.0,0.0,0.0
MO,1945,11.0,4.0,,,,,,,537.0
MO,1952,4.0,4.0,,,135000.0,,,,
MO,1943,12.0,4.0,,,,,,,
MO,1963,6.0,4.0,19050.0,0.0,,14900.0,1300.0,2850.0,0.0
MO,1960,5.0,4.0,1400.0,0.0,,1100.0,200.0,100.0,0.0
MO,1972,9.0,4.0,462.0,,,319.0,67.0,76.0,0.0
MO,1967,5.0,4.0,2940.0,,,2771.0,150.0,19.0,0.0
MO,1952,1.0,4.0,,,94000.0,,,,
MO,1961,12.0,,,,,,,,
MO,1973,12.0,,,,,,,,
MO,1958,4.0,4.0,,,112000.0,,,,
MO,1963,4.0,4.0,,,98000.0,,,,
MO,1970,5.0,4.0,2575.0,,,2575.0,0.0,0.0,0.0
MO,1943,10.0,4.0,,,324000.0,,,,
MO,1964,9.0,4.0,16326.0,0.0,,15686.0,178.0,462.0,0.0
MO,1958,2.0,,,,,,,,
MO,1959,10.0,4.0,40570.0,1085.0,260000.0,30785.0,1803.0,6897.0,1085.0
MO,1963,1.0,4.0,,,78000.0,,,,
MO,1966,5.0,4.0,,,,,,,
MO,1967,6.0,4.0,4082.0,,,3876.0,0.0,206.0,0.0
MO,1960,11.0,4.0,9737.0,137.0,,8500.0,100.0,1000.0,137.0
MO,1946,6.0,4.0,,,,,,,47.0
MO,1971,10.0,4.0,2051.0,,167000.0,1970.0,38.0,43.0,0.0
MO,1960,9.0,4.0,11250.0,0.0,,10510.0,300.0,440.0,0.0
MO,1968,8.0,4.0,,,,2480.0,0.0,0.0,
MO,1975,1.0,4.0,,,,,,,
MO,1965,4.0,4.0,,,70000.0,,,,
MO,1974,7.0,4.0,,,,,,,
MO,1949,10.0,4.0,,,241000.0,,,,
MO,1958,6.0,4.0,20510.0,0.0,,19300.0,0.0,1210.0,0.0
MO,1972,11.0,4.0,1550.0,,,1550.0,0.0,0.0,0.0
MO,1973,10.0,4.0,,,154000.0,,,,
MO,1956,4.0,4.0,,,112000.0,,,,
MO,1957,4.0,4.0,,,105000.0,,,,
MO,1957,11.0,4.0,,,,,,,
MO,1966,6.0,4.0,6407.0,0.0,,6371.0,36.0,0.0,0.0
MO,1966,11.0,4.0,1765.0,,,1765.0,0.0,0.0,0.0
MO,1957,10.0,4.0,45800.0,390.0,296000.0,40210.0,800.0,4400.0,390.0
MO,1971,11.0,4.0,1450.0,,,1450.0,0.0,0.0,0.0
MO,1972,5.0,4.0,,,,,,,
MO,1945,4.0,4.0,,,177000.0,,,,
MO,1960,10.0,4.0,30743.0,468.0,127000.0,25250.0,950.0,4075.0,468.0
MO,1973,2.0,4.0,,,,,,,
MO,1968,4.0,4.0,,,68000.0,,,,
MO,1960,3.0,,,,,,,,
MO,1972,2.0,4.0,,,,,,,
MO,1966,2.0,4.0,,,,,,,
MO,1956,8.0,4.0,,,,,,,
MO,1972,4.0,4.0,,,70000.0,,,,
MO,1965,10.0,4.0,15120.0,0.0,176000.0,13720.0,260.0,1140.0,0.0
MO,1951,4.0,4.0,,,141000.0,,,,
MO,1948,10.0,4.0,,,304000.0,,,,
MO,1954,5.0,4.0,1650.0,0.0,,1450.0,50.0,150.0,0.0
MO,1968,7.0,4.0,,,232000.0,3607.0,80.0,0.0,
MO,1959,5.0,,,,,,,,
MO,1964,11.0,4.0,5100.0,0.0,,4950.0,0.0,150.0,0.0
MO,1967,3.0,4.0,,,,,,,
MO,1972,3.0,4.0,,,,,,,
MO,1953,6.0,4.0,15600.0,700.0,,14300.0,250.0,350.0,
MO,1966,7.0,4.0,3458.0,0.0,294000.0,3387.0,71.0,0.0,0.0
MO,1965,7.0,4.0,13295.0,0.0,308000.0,12795.0,225.0,275.0,0.0
MO,1945,2.0,4.0,,,,,,,
MO,1961,9.0,4.0,3530.0,0.0,,3300.0,130.0,100.0,0.0
MO,1961,4.0,4.0,,,105000.0,,,,
MO,1962,4.0,4.0,,,102000.0,,,,
MO,1946,5.0,4.0,,,,,,,50.0
MO,1969,8.0,4.0,,,,2622.0,0.0,323.0,
MO,1961,5.0,4.0,929.0,0.0,,450.0,50.0,429.0,0.0
MO,1950,4.0,4.0,,,157000.0,,,,
MO,1960,4.0,4.0,,,101000.0,,,,
MO,1967,1.0,4.0,200.0,,60000.0,200.0,0.0,0.0,0.0
MO,1957,6.0,4.0,19265.0,65.0,,18150.0,550.0,500.0,65.0
MO,1954,11.0,4.0,26000.0,0.0,,24800.0,100.0,1100.0,0.0
MO,1968,11.0,4.0,900.0,,,900.0,0.0,0.0,0.0
MO,1969,2.0,4.0,,,,,,,
MO,1971,8.0,4.0,2500.0,,,2500.0,0.0,0.0,0.0
MO,1967,12.0,,,,,,,,
MO,1952,7.0,4.0,,,397000.0,,,,
MO,1944,12.0,4.0,,,,,,,
MO,1947,11.0,4.0,,,,,,,10.0
MO,1965,8.0,4.0,1023.0,0.0,,797.0,0.0,226.0,0.0
MO,1973,3.0,4.0,,,,,,,
MO,1971,4.0,4.0,,,63000.0,,,,
MO,1948,1.0,4.0,,,171000.0,,,,
MO,1960,6.0,4.0,32145.0,125.0,,25400.0,2000.0,4620.0,125.0
MO,1967,9.0,4.0,1283.0,,,1121.0,106.0,56.0,0.0
MO,1964,5.0,4.0,6198.0,0.0,,6003.0,0.0,195.0,0.0
MO,1962,9.0,4.0,9525.0,0.0,,7675.0,1550.0,300.0,0.0
MO,1955,8.0,4.0,,,,,,,
MO,1953,9.0,4.0,42000.0,2600.0,,29350.0,3300.0,6750.0,2600.0
MO,1969,12.0,4.0,,,,,,,
MO,1947,1.0,4.0,,,177000.0,,,,24.0
MO,1972,1.0,4.0,,,54000.0,,,,
MO,1960,8.0,4.0,,,,,,,
MO,1957,9.0,4.0,2500.0,0.0,,1950.0,0.0,550.0,0.0
MO,1959,1.0,4.0,,,88000.0,,,,
MO,1966,10.0,4.0,3470.0,,179000.0,3339.0,38.0,93.0,0.0
MO,1966,1.0,4.0,200.0,0.0,61000.0,200.0,0.0,0.0,0.0
MO,1970,2.0,,,,,,,,
MO,1952,10.0,4.0,,,322000.0,,,,
MO,1944,7.0,4.0,,,328000.0,,,,
MO,1944,3.0,4.0,,,,,,,
MO,1963,10.0,4.0,19052.0,0.0,250000.0,17292.0,568.0,1192.0,0.0
MO,1968,12.0,4.0,,,,,,,
MO,1963,12.0,4.0,1500.0,0.0,,1500.0,0.0,0.0,0.0
MO,1962,12.0,4.0,,,,,,,
MO,1965,11.0,4.0,3450.0,0.0,,3350.0,100.0,0.0,0.0
MO,1945,6.0,4.0,,,,,,,1089.0
MO,1967,7.0,4.0,3323.0,,208000.0,3323.0,0.0,0.0,0.0
MO,1943,11.0,4.0,,,,,,,
MO,1972,12.0,4.0,,,,,,,
MO,1953,1.0,4.0,,,90000.0,,,,
MO,1944,8.0,4.0,,,,,,,
MO,1964,6.0,4.0,15700.0,0.0,,14450.0,300.0,950.0,0.0
MO,1968,2.0,4.0,,,,,,,
MO,1948,7.0,4.0,,,304000.0,,,,
MO,1974,4.0,4.0,,,,,,,
MO,1953,8.0,4.0,,,,,,,
MO,1965,3.0,4.0,,,,,,,
MO,1970,9.0,4.0,1445.0,,,1445.0,0.0,0.0,0.0
MO,1954,9.0,4.0,44100.0,1200.0,,33000.0,3100.0,6800.0,1200.0
MO,1947,10.0,4.0,,,314000.0,,,,11.0
MO,1973,6.0,4.0,,,,2200.0,0.0,0.0,
MO,1971,1.0,4.0,,,44000.0,,,,
MO,1968,1.0,4.0,,,51000.0,,,,
MO,1947,5.0,4.0,,,,,,,20.0
MO,1967,2.0,4.0,,,,,,,
MO,1961,3.0,,,,,,,,
MO,1971,6.0,4.0,,,,3694.0,0.0,0.0,
MO,1961,10.0,4.0,24380.0,0.0,243000.0,21750.0,380.0,2250.0,0.0
MO,1964,12.0,4.0,540.0,0.0,,540.0,0.0,0.0,0.0
MO,1955,7.0,4.0,1500.0,0.0,311000.0,1400.0,0.0,100.0,0.0
MO,1959,7.0,4.0,4048.0,97.0,355000.0,3751.0,150.0,50.0,97.0
MO,1970,8.0,4.0,,,,1950.0,0.0,0.0,
MO,1962,7.0,4.0,11900.0,0.0,377000.0,10600.0,200.0,1100.0,0.0
MO,1950,7.0,4.0,,,447000.0,,,,
MO,1944,5.0,4.0,,,,,,,
MO,1969,7.0,4.0,,,188000.0,3731.0,175.0,0.0,
MO,1945,8.0,4.0,,,,,,,1936.0
MO,1970,10.0,4.0,2750.0,,141000.0,2750.0,0.0,0.0,0.0
MO,1967,10.0,4.0,1305.0,,164000.0,1270.0,35.0,0.0,0.0
MO,1970,1.0,4.0,,,45000.0,,,,
MO,1953,4.0,4.0,,,131000.0,,,,
MO,1973,11.0,,,,,,,,
MO,1949,1.0,4.0,,,105000.0,,,,
MO,1973,4.0,4.0,700.0,,71000.0,700.0,0.0,0.0,0.0
MO,1945,7.0,4.0,,,278000.0,,,,2479.0
MO,1964,4.0,4.0,,,76000.0,,,,
MO,1971,12.0,4.0,950.0,,,950.0,0.0,0.0,0.0
MO,1973,8.0,,,,,,,,
MO,1973,9.0,,,,,,,,
MT,1970,5.0,8.0,5033.0,,,3420.0,898.0,715.0,0.0
MT,1968,6.0,8.0,,,,3188.0,1112.0,4330.0,
MT,1957,1.0,8.0,,,86000.0,,,,
MT,1969,4.0,8.0,,,67400.0,2646.0,747.0,403.0,
MT,1946,4.0,8.0,,7.0,101000.0,,,,7.0
MT,1970,8.0,8.0,,,,5265.0,2352.0,2845.0,
MT,1964,6.0,8.0,9979.0,1718.0,,2681.0,1225.0,4355.0,1718.0
MT,1950,10.0,8.0,,,224000.0,,,,
MT,1965,10.0,8.0,5648.0,0.0,128000.0,3173.0,1445.0,1030.0,0.0
MT,1969,10.0,8.0,6385.0,,130000.0,4227.0,1279.0,879.0,0.0
MT,1967,4.0,8.0,3660.0,,69000.0,2515.0,669.0,476.0,0.0
MT,1966,2.0,8.0,1784.0,0.0,,1436.0,240.0,108.0,0.0
MT,1968,7.0,8.0,,,136000.0,4390.0,1680.0,4195.0,
MT,1973,7.0,8.0,,,130000.0,4441.0,1415.0,2135.0,
MT,1963,12.0,8.0,1533.0,0.0,,1186.0,214.0,133.0,0.0
MT,1946,12.0,8.0,,24.0,,,,,24.0
MT,1945,9.0,8.0,,3176.0,,,,,6322.0
MT,1965,9.0,8.0,7053.0,0.0,,3350.0,1950.0,1753.0,0.0
MT,1973,9.0,,,,,,,,
MT,1959,11.0,8.0,2023.0,0.0,,1383.0,360.0,280.0,0.0
MT,1959,2.0,,,,,,,,
MT,1955,7.0,8.0,6496.0,70.0,172000.0,1621.0,2110.0,2695.0,70.0
MT,1959,5.0,,,,,,,,
MT,1953,11.0,8.0,,,,,,,
MT,1956,1.0,8.0,,,109000.0,,,,
MT,1945,4.0,8.0,,,93000.0,,,,
MT,1948,1.0,8.0,,,84000.0,,,,
MT,1947,12.0,8.0,,,,,,,
MT,1951,4.0,8.0,,,63000.0,,,,
MT,1970,10.0,8.0,5971.0,,125000.0,3852.0,1289.0,830.0,0.0
MT,1954,11.0,8.0,,,,,,,
MT,1960,9.0,8.0,6473.0,0.0,,2846.0,2156.0,1471.0,0.0
MT,1944,11.0,8.0,,,,,,,
MT,1946,10.0,8.0,,3007.0,159000.0,,,,4615.0
MT,1973,8.0,,,,,,,,
MT,1947,7.0,8.0,,1175.0,182000.0,,,,1175.0
MT,1945,7.0,8.0,,3327.0,161000.0,,,,5654.0
MT,1969,12.0,8.0,2205.0,,,1645.0,330.0,230.0,0.0
MT,1969,11.0,8.0,3475.0,,,2415.0,705.0,355.0,0.0
MT,1943,7.0,8.0,,1257.0,185000.0,,,,
MT,1960,2.0,,,,,,,,
MT,1946,3.0,8.0,,9.0,,,,,9.0
MT,1970,1.0,8.0,,,65000.0,,,,
MT,1952,1.0,8.0,,,62000.0,,,,
MT,1968,12.0,8.0,2230.0,,,1672.0,348.0,210.0,0.0
MT,1963,8.0,8.0,8431.0,0.0,,4124.0,1962.0,2345.0,0.0
